date,price
5/2/2013,32.816486
5/3/2013,33.553383
5/6/2013,35.51844
5/7/2013,36.255337
5/8/2013,37.336117
5/9/2013,37.336117
5/10/2013,37.336117
5/13/2013,37.925636
5/14/2013,37.630875
5/15/2013,37.827381
5/16/2013,38.073013
5/20/2013,39.301178
5/21/2013,38.859039
5/22/2013,38.466026
5/23/2013,37.336117
5/24/2013,37.974766
5/27/2013,37.72913
5/28/2013,38.515156
5/29/2013,38.711662
5/30/2013,39.252052
5/31/2013,39.890694
6/3/2013,40.529339
6/4/2013,40.873226
6/5/2013,40.332832
6/6/2013,38.908165
6/7/2013,39.841568
6/10/2013,40.725845
6/11/2013,40.873226
6/13/2013,39.202923
6/14/2013,41.069729
6/17/2013,40.774975
6/18/2013,43.231293
6/19/2013,43.231293
6/20/2013,42.199638
6/21/2013,38.662533
6/24/2013,36.451843
6/25/2013,37.18874
6/26/2013,37.827381
6/27/2013,37.483501
6/28/2013,37.336117
7/2/2013,36.844856
7/3/2013,36.157082
7/4/2013,36.157082
7/5/2013,36.746605
7/8/2013,36.304462
7/9/2013,34.928921
7/10/2013,35.714943
7/11/2013,38.26952
7/12/2013,37.876511
7/15/2013,37.483501
7/16/2013,37.581753
7/17/2013,38.023891
7/18/2013,38.26952
7/19/2013,38.416901
7/22/2013,38.564278
7/23/2013,39.399429
7/24/2013,40.234581
7/25/2013,39.939823
7/26/2013,39.595936
7/29/2013,39.202923
7/30/2013,39.645061
7/31/2013,40.136326
8/1/2013,40.62759
8/2/2013,40.185455
8/5/2013,40.234581
8/6/2013,41.069729
8/7/2013,40.136326
8/8/2013,40.774975
8/9/2013,40.529339
8/12/2013,41.708378
8/13/2013,42.789154
8/14/2013,42.789154
8/15/2013,42.592648
8/16/2013,43.133041
8/19/2013,43.231293
8/20/2013,42.150513
8/21/2013,42.740032
8/22/2013,42.789154
8/23/2013,43.57518
8/26/2013,44.655964
8/27/2013,45.196354
8/28/2013,44.361206
8/29/2013,45.147228
8/30/2013,46.375389
9/2/2013,48.291321
9/3/2013,49.077347
9/4/2013,48.831715
9/5/2013,49.568611
9/6/2013,49.126469
9/9/2013,50.059875
9/10/2013,51.975807
9/11/2013,51.681046
9/12/2013,52.36882
9/13/2013,51.435413
9/16/2013,54.383003
9/17/2013,53.203972
9/18/2013,52.712704
9/19/2013,54.186497
9/23/2013,53.646107
9/24/2013,52.516197
9/25/2013,52.761833
9/26/2013,53.154839
9/27/2013,53.98999
9/30/2013,53.4496
10/2/2013,54.874268
10/3/2013,57.674477
10/4/2013,55.905926
10/7/2013,56.151558
10/8/2013,56.544567
10/9/2013,56.004177
10/10/2013,55.660294
10/11/2013,56.249809
10/15/2013,57.625355
10/16/2013,56.298935
10/17/2013,56.446316
10/18/2013,58.75526
10/21/2013,61.457218
10/22/2013,58.706135
10/23/2013,58.75526
10/24/2013,59.34478
10/25/2013,58.706135
10/28/2013,57.084957
10/29/2013,55.218155
10/30/2013,58.01836
10/31/2013,56.839325
11/1/2013,57.870983
11/4/2013,57.5271
11/5/2013,56.691952
11/6/2013,56.593697
11/7/2013,56.39719
11/8/2013,56.691952
11/11/2013,57.134087
11/12/2013,56.446316
11/13/2013,56.151558
11/14/2013,56.495445
11/15/2013,57.330593
11/18/2013,59.34478
11/19/2013,58.607883
11/20/2013,58.116615
11/21/2013,57.5271
11/22/2013,58.607883
11/25/2013,58.706135
11/26/2013,58.706135
11/27/2013,59.786915
11/28/2013,59.14827
11/29/2013,59.639538
12/2/2013,60.229053
12/3/2013,61.211582
12/4/2013,61.260708
12/5/2013,62.243237
12/6/2013,62.439743
12/9/2013,62.832756
12/10/2013,62.390621
12/11/2013,62.341492
12/12/2013,64.060913
12/13/2013,65.976852
12/16/2013,68.334923
12/17/2013,67.40152
12/18/2013,68.236671
12/19/2013,66.566376
12/20/2013,64.797813
12/23/2013,66.468117
12/24/2013,67.40152
12/27/2013,67.106766
12/30/2013,67.745399
12/31/2013,68.334923
1/2/2014,69.268326
1/3/2014,69.415703
1/6/2014,70.250854
1/7/2014,74.230103
1/8/2014,76.735542
1/9/2014,74.819618
1/10/2014,73.738838
1/13/2014,75.703896
1/14/2014,76.244286
1/15/2014,76.391663
1/16/2014,77.619827
1/17/2014,81.746452
1/20/2014,81.304314
1/21/2014,80.027023
1/22/2014,75.605637
1/23/2014,74.082718
1/24/2014,72.265045
1/27/2014,72.658051
1/28/2014,74.91787
1/29/2014,73.100197
1/30/2014,74.967003
2/4/2014,70.250854
2/5/2014,65.092575
2/6/2014,69.857841
2/7/2014,69.857841
2/10/2014,68.384048
2/11/2014,70.889503
2/12/2014,71.872025
2/13/2014,71.282509
2/14/2014,73.001938
2/17/2014,70.643867
2/18/2014,71.724648
2/19/2014,70.349106
2/20/2014,70.447357
2/21/2014,71.429886
2/24/2014,71.085999
2/25/2014,73.198441
2/26/2014,74.279221
2/27/2014,76.882935
2/28/2014,76.489922
3/3/2014,74.819618
3/4/2014,76.146027
3/5/2014,76.293411
3/6/2014,76.096901
3/7/2014,74.279221
3/10/2014,71.872025
3/11/2014,73.394943
3/12/2014,73.001938
3/13/2014,71.528145
3/14/2014,69.857841
3/17/2014,72.903687
3/18/2014,72.805428
3/19/2014,70.742119
3/20/2014,69.317451
3/21/2014,69.02269
3/24/2014,69.956093
3/25/2014,68.727928
3/26/2014,67.40152
3/27/2014,63.766163
3/28/2014,64.797813
3/31/2014,66.271606
4/1/2014,71.528145
4/2/2014,70.643867
4/3/2014,70.987755
4/4/2014,70.742119
4/7/2014,66.762878
4/8/2014,65.731216
4/9/2014,67.991035
4/10/2014,71.577271
4/11/2014,69.415703
4/14/2014,68.826195
4/15/2014,67.499771
4/16/2014,66.566376
4/17/2014,67.008499
4/22/2014,66.86113
4/23/2014,67.892784
4/24/2014,68.236671
4/25/2014,66.32074
4/28/2014,64.159172
4/29/2014,61.211582
4/30/2014,59.786915
5/2/2014,61.604595
5/5/2014,61.015076
5/7/2014,58.902641
5/8/2014,54.432133
5/9/2014,57.47797
5/12/2014,58.313118
5/13/2014,57.969238
5/14/2014,57.870983
5/15/2014,57.723606
5/16/2014,57.576221
5/19/2014,57.47797
5/20/2014,59.29565
5/21/2014,60.229053
5/22/2014,61.457218
5/23/2014,60.96595
5/26/2014,60.818577
5/27/2014,60.42556
5/28/2014,59.934296
5/29/2014,58.165745
5/30/2014,60.867699
6/3/2014,59.000893
6/4/2014,57.821857
6/5/2014,58.263996
6/6/2014,57.183212
6/9/2014,55.807671
6/10/2014,54.972523
6/11/2014,56.642822
6/12/2014,57.084957
6/13/2014,57.183212
6/16/2014,56.39719
6/17/2014,55.758549
6/18/2014,55.1199
6/19/2014,55.611164
6/20/2014,56.593697
6/23/2014,55.955055
6/24/2014,56.249809
6/25/2014,56.39719
6/26/2014,58.460503
6/27/2014,58.804386
6/30/2014,60.916828
7/2/2014,63.86441
7/3/2014,63.618786
7/4/2014,65.289078
7/7/2014,64.503059
7/8/2014,62.734501
7/9/2014,61.309837
7/10/2014,61.113331
7/11/2014,61.555473
7/14/2014,60.867699
7/15/2014,61.850231
7/16/2014,61.653725
7/17/2014,60.916828
7/18/2014,60.327309
7/21/2014,62.194115
7/22/2014,62.194115
7/23/2014,62.63625
7/24/2014,62.832756
7/25/2014,62.537998
7/28/2014,64.110046
7/29/2014,64.846947
7/30/2014,64.110046
7/31/2014,64.797813
8/1/2014,63.274895
8/4/2014,63.471397
8/5/2014,62.881886
8/6/2014,62.341492
8/7/2014,58.362251
8/8/2014,58.509624
8/11/2014,57.920113
8/12/2014,58.313118
8/13/2014,58.853516
8/14/2014,59.492157
8/15/2014,59.000893
8/18/2014,58.804386
8/19/2014,60.818577
8/20/2014,60.523811
8/21/2014,60.42556
8/22/2014,60.278179
8/25/2014,59.836044
8/26/2014,59.050014
8/27/2014,58.165745
8/28/2014,57.674477
8/29/2014,57.379719
9/1/2014,55.709419
9/2/2014,56.053303
9/3/2014,56.298935
9/4/2014,56.446316
9/5/2014,55.660294
9/8/2014,55.021645
9/10/2014,53.49873
9/11/2014,53.253094
9/12/2014,53.154839
9/15/2014,51.386288
9/16/2014,49.715988
9/17/2014,48.438702
9/18/2014,48.979092
9/19/2014,50.452885
9/22/2014,49.617737
9/23/2014,47.947437
9/24/2014,47.210541
9/25/2014,45.540237
9/26/2014,47.161411
9/29/2014,45.540237
9/30/2014,44.312077
10/3/2014,44.557709
10/6/2014,47.505299
10/7/2014,47.603554
10/8/2014,46.326263
10/9/2014,47.06316
10/10/2014,46.031502
10/13/2014,45.835003
10/14/2014,44.950722
10/15/2014,46.129757
10/16/2014,45.884125
10/17/2014,47.898312
10/20/2014,48.242195
10/21/2014,48.193066
10/22/2014,48.929966
10/23/2014,48.536957
10/24/2014,47.750927
10/27/2014,46.277134
10/28/2014,46.866657
10/29/2014,49.814243
10/30/2014,49.470356
10/31/2014,52.024933
11/3/2014,52.95834
11/4/2014,51.484543
11/5/2014,49.96162
11/6/2014,48.34045
11/7/2014,48.733459
11/10/2014,50.158127
11/11/2014,51.435413
11/12/2014,51.877552
11/13/2014,53.49873
11/14/2014,53.891739
11/17/2014,52.417942
11/18/2014,50.845898
11/19/2014,50.256382
11/20/2014,49.519485
11/21/2014,51.582794
11/24/2014,52.761833
11/25/2014,52.221439
11/26/2014,52.516197
11/27/2014,52.663578
11/28/2014,52.024933
12/1/2014,50.649391
12/2/2014,50.502014
12/3/2014,47.947437
12/4/2014,46.326263
12/5/2014,47.210541
12/8/2014,45.982376
12/9/2014,45.589367
12/10/2014,47.06316
12/11/2014,46.178883
12/12/2014,47.210541
12/15/2014,46.621021
12/16/2014,44.950722
12/17/2014,41.266235
12/18/2014,42.592648
12/19/2014,42.592648
12/22/2014,41.659248
12/23/2014,41.315361
12/24/2014,42.887413
12/29/2014,43.329544
12/30/2014,43.083916
12/31/2014,42.887413
1/2/2015,42.101383
1/5/2015,40.922352
1/6/2015,39.153797
1/7/2015,40.922352
1/8/2015,40.283707
1/9/2015,39.448559
1/12/2015,38.26952
1/13/2015,39.301178
1/14/2015,39.350304
1/15/2015,39.448559
1/16/2015,37.680004
1/19/2015,36.402714
1/20/2015,36.353588
1/21/2015,37.090485
1/22/2015,38.220398
1/23/2015,38.809914
1/26/2015,40.185455
1/27/2015,42.789154
1/28/2015,42.445274
1/29/2015,41.462742
1/30/2015,40.185455
2/2/2015,40.381958
2/3/2015,40.283707
2/4/2015,39.988949
2/5/2015,39.448559
2/6/2015,42.248768
2/9/2015,41.020603
2/10/2015,41.610123
2/11/2015,42.052258
2/12/2015,41.069729
2/13/2015,42.690903
2/16/2015,42.543526
2/17/2015,42.740032
2/18/2015,42.690903
2/23/2015,41.315361
2/24/2015,40.185455
2/25/2015,38.122143
2/26/2015,37.876511
2/27/2015,38.711662
3/2/2015,38.515156
3/3/2015,39.301178
3/4/2015,38.171265
3/5/2015,37.18874
3/6/2015,37.041359
3/9/2015,36.206207
3/10/2015,34.486782
3/11/2015,33.307747
3/12/2015,34.388531
3/13/2015,33.602509
3/16/2015,33.258621
3/17/2015,33.012985
3/18/2015,33.749886
3/19/2015,34.879795
3/20/2015,35.469311
3/23/2015,34.928921
3/24/2015,34.830669
3/25/2015,35.321934
3/26/2015,35.272808
3/27/2015,35.223679
3/30/2015,35.371059
3/31/2015,34.683289
4/1/2015,35.321934
4/2/2015,35.321934
4/8/2015,37.974766
4/9/2015,40.0872
4/10/2015,40.332832
4/13/2015,38.760788
4/14/2015,36.64835
4/15/2015,35.911453
4/16/2015,37.286995
4/17/2015,37.876511
4/20/2015,36.451843
4/21/2015,37.876511
4/22/2015,37.434368
4/23/2015,36.893978
4/24/2015,38.220398
4/27/2015,38.367771
4/28/2015,37.72913
4/29/2015,36.992233
4/30/2015,36.844856
5/4/2015,37.974766
5/5/2015,38.662533
5/6/2015,37.532623
5/7/2015,36.451843
5/8/2015,37.13961
5/11/2015,36.893978
5/12/2015,36.59922
5/13/2015,36.304462
5/14/2015,35.911453
5/15/2015,36.943108
5/18/2015,36.59922
5/19/2015,36.746605
5/20/2015,36.550098
5/21/2015,38.220398
5/22/2015,38.809914
5/26/2015,38.122143
5/27/2015,37.72913
5/28/2015,36.500969
5/29/2015,36.451843
6/1/2015,34.830669
6/2/2015,34.437656
6/3/2015,34.241146
6/4/2015,35.371059
6/5/2015,35.125427
6/8/2015,34.535912
6/9/2015,33.258621
6/10/2015,32.816486
6/11/2015,32.374344
6/12/2015,33.16037
6/15/2015,32.669102
6/16/2015,32.57085
6/17/2015,33.258621
6/18/2015,33.602509
6/19/2015,33.897266
6/22/2015,33.455128
6/23/2015,33.356876
6/24/2015,33.356876
6/25/2015,32.718231
6/26/2015,32.276089
6/29/2015,30.507538
6/30/2015,30.360159
7/2/2015,34.388531
7/3/2015,34.093773
7/6/2015,32.963863
7/7/2015,32.128712
7/8/2015,30.261906
7/9/2015,32.472595
7/10/2015,33.50425
7/13/2015,34.830669
7/14/2015,36.157082
7/15/2015,34.830669
7/16/2015,34.142895
7/17/2015,34.486782
7/20/2015,34.044643
7/21/2015,33.455128
7/22/2015,32.718231
7/23/2015,34.192024
7/24/2015,34.290279
7/27/2015,33.062119
7/28/2015,32.816486
7/29/2015,33.70076
7/30/2015,33.209492
7/31/2015,35.076302
8/3/2015,34.093773
8/4/2015,34.142895
8/5/2015,34.978046
8/6/2015,35.125427
8/7/2015,36.304462
8/10/2015,36.451843
8/11/2015,36.009705
8/12/2015,34.290279
8/13/2015,33.258621
8/14/2015,33.651634
8/17/2015,33.11124
8/18/2015,32.128712
8/19/2015,30.704044
8/20/2015,28.837238
8/21/2015,27.609077
8/24/2015,25.349258
8/25/2015,25.251007
8/26/2015,23.826338
8/27/2015,25.594891
8/28/2015,25.840523
8/31/2015,24.415857
9/1/2015,23.53158
9/2/2015,22.549051
9/4/2015,23.187695
9/7/2015,22.008659
9/8/2015,23.187695
9/9/2015,23.384201
9/10/2015,22.598177
9/11/2015,22.598177
9/14/2015,22.057787
9/15/2015,21.763025
9/16/2015,23.138567
9/17/2015,22.942062
9/18/2015,23.875463
9/21/2015,22.942062
9/22/2015,22.057787
9/23/2015,20.927876
9/24/2015,20.190979
9/25/2015,20.977003
9/29/2015,19.513035
9/30/2015,19.355831
10/2/2015,21.32089
10/5/2015,22.450798
10/6/2015,23.335075
10/7/2015,24.268478
10/8/2015,24.61236
10/9/2015,25.103626
10/12/2015,24.36673
10/13/2015,25.840523
10/14/2015,25.693144
10/15/2015,28.591606
10/16/2015,27.609077
10/19/2015,26.233538
10/20/2015,26.233538
10/22/2015,26.7248
10/23/2015,26.47917
10/26/2015,26.626547
10/27/2015,26.331789
10/28/2015,26.037029
10/29/2015,26.18441
10/30/2015,26.18441
11/2/2015,25.88965
11/3/2015,26.872181
11/4/2015,26.282663
11/5/2015,26.282663
11/6/2015,26.331789
11/9/2015,25.987904
11/10/2015,24.956247
11/11/2015,24.759743
11/12/2015,25.398388
11/13/2015,24.808868
11/16/2015,24.170225
11/17/2015,24.464983
11/18/2015,23.335075
11/19/2015,23.875463
11/20/2015,23.629831
11/23/2015,22.69643
11/24/2015,23.040316
11/25/2015,23.187695
11/26/2015,23.138567
11/27/2015,22.549051
11/30/2015,22.40167
12/1/2015,23.384201
12/2/2015,23.580706
12/3/2015,23.580706
12/4/2015,23.236822
12/7/2015,23.482454
12/8/2015,22.499922
12/9/2015,22.450798
12/10/2015,22.794683
12/11/2015,22.745556
12/14/2015,22.205166
12/15/2015,21.86128
12/16/2015,22.69643
12/17/2015,23.28595
12/18/2015,23.138567
12/21/2015,23.924591
12/22/2015,23.875463
12/23/2015,24.170225
12/24/2015,24.36673
12/28/2015,23.924591
12/29/2015,24.071972
12/30/2015,24.071972
12/31/2015,24.022846
1/4/2016,23.973719
1/5/2016,24.071972
1/6/2016,23.629831
1/7/2016,22.057787
1/8/2016,21.664772
1/11/2016,21.026129
1/12/2016,21.222637
1/13/2016,21.271763
1/14/2016,21.222637
1/15/2016,20.780497
1/18/2016,21.517393
1/19/2016,21.959534
1/20/2016,20.289232
1/21/2016,19.748842
1/22/2016,21.124384
1/25/2016,21.32089
1/26/2016,21.17351
1/27/2016,22.057787
1/28/2016,23.187695
1/29/2016,23.678959
2/1/2016,23.777212
2/2/2016,23.335075
2/3/2016,22.254292
2/4/2016,22.598177
2/5/2016,22.942062
2/11/2016,22.156038
2/12/2016,22.843809
2/15/2016,24.710615
2/16/2016,24.219351
2/17/2016,24.563234
2/18/2016,26.037029
2/19/2016,25.300133
2/22/2016,25.938776
2/23/2016,25.938776
2/24/2016,25.594891
2/25/2016,25.005375
2/26/2016,25.644018
2/29/2016,25.644018
3/1/2016,25.447514
3/2/2016,26.7248
3/3/2016,26.47917
3/4/2016,26.577419
3/7/2016,26.233538
3/8/2016,25.545765
3/9/2016,25.791397
3/10/2016,25.791397
3/11/2016,26.528294
3/14/2016,26.233538
3/15/2016,26.430042
3/16/2016,26.331789
3/17/2016,26.577419
3/18/2016,29.131998
3/21/2016,28.296848
3/22/2016,28.100342
3/23/2016,28.542479
3/24/2016,27.903835
3/29/2016,28.591606
3/30/2016,29.131998
3/31/2016,28.591606
4/1/2016,27.510822
4/5/2016,26.380917
4/6/2016,26.773926
4/7/2016,26.626547
4/8/2016,27.265192
4/11/2016,27.01956
4/12/2016,27.216066
4/13/2016,28.345976
4/14/2016,28.542479
4/15/2016,28.296848
4/18/2016,28.198595
4/19/2016,28.935492
4/20/2016,28.542479
4/21/2016,27.805582
4/22/2016,27.01956
4/25/2016,27.265192
4/26/2016,27.707331
4/27/2016,27.117813
4/28/2016,26.430042
4/29/2016,25.742271
5/3/2016,25.447514
5/4/2016,25.103626
5/5/2016,25.152754
5/6/2016,24.022846
5/9/2016,24.219351
5/10/2016,24.170225
5/11/2016,24.36673
5/12/2016,24.710615
5/13/2016,24.415857
5/16/2016,24.415857
5/17/2016,24.514109
5/18/2016,23.875463
5/19/2016,23.826338
5/20/2016,23.924591
5/23/2016,23.384201
5/24/2016,24.563234
5/25/2016,25.300133
5/26/2016,25.300133
5/27/2016,25.300133
5/30/2016,25.644018
5/31/2016,25.644018
6/1/2016,25.054501
6/2/2016,25.693144
6/3/2016,25.693144
6/6/2016,25.054501
6/7/2016,24.415857
6/8/2016,24.464983
6/10/2016,24.61236
6/13/2016,23.580706
6/14/2016,23.28595
6/15/2016,23.482454
6/16/2016,22.794683
6/17/2016,22.843809
6/20/2016,23.040316
6/21/2016,22.942062
6/22/2016,23.28595
6/23/2016,23.53158
6/24/2016,22.69643
6/27/2016,22.352545
6/28/2016,21.86128
6/29/2016,22.008659
6/30/2016,22.598177
7/4/2016,22.991188
7/5/2016,22.156038
7/6/2016,21.763025
7/7/2016,22.057787
7/8/2016,22.205166
7/11/2016,22.598177
7/12/2016,23.580706
7/13/2016,23.678959
7/14/2016,23.777212
7/15/2016,23.728085
7/18/2016,24.170225
7/19/2016,23.580706
7/20/2016,23.777212
7/21/2016,23.728085
7/22/2016,23.777212
7/25/2016,24.219351
7/26/2016,25.791397
7/27/2016,25.398388
7/28/2016,25.398388
7/29/2016,25.349258
8/1/2016,25.496639
8/2/2016,25.496639
8/3/2016,24.661489
8/4/2016,24.808868
8/5/2016,25.251007
8/8/2016,25.545765
8/9/2016,25.987904
8/10/2016,26.872181
8/11/2016,26.921307
8/12/2016,27.609077
8/15/2016,27.068686
8/16/2016,27.265192
8/17/2016,26.970434
8/18/2016,26.921307
8/19/2016,26.18441
8/22/2016,26.18441
8/23/2016,26.18441
8/24/2016,25.349258
8/25/2016,25.88965
8/26/2016,25.987904
8/29/2016,25.005375
8/30/2016,25.054501
8/31/2016,24.808868
9/1/2016,26.823053
9/2/2016,26.577419
9/5/2016,26.7248
9/6/2016,26.675673
9/7/2016,26.872181
9/8/2016,28.444229
9/9/2016,28.935492
9/12/2016,27.85471
9/13/2016,27.55995
9/14/2016,28.100342
9/15/2016,29.62326
9/19/2016,29.37763
9/20/2016,28.738985
9/21/2016,29.131998
9/22/2016,29.131998
9/23/2016,28.689859
9/26/2016,27.952963
9/27/2016,28.395102
9/28/2016,28.788111
9/29/2016,29.328505
9/30/2016,28.689859
10/3/2016,29.525007
10/4/2016,29.770641
10/5/2016,30.065401
10/6/2016,31.195311
10/7/2016,30.654919
10/11/2016,31.440943
10/12/2016,30.605791
10/13/2016,29.721516
10/14/2016,30.065401
10/17/2016,28.788111
10/18/2016,29.574135
10/19/2016,29.475883
10/20/2016,29.525007
10/21/2016,29.525007
10/24/2016,30.065401
10/25/2016,30.900551
10/26/2016,31.490068
10/27/2016,31.244436
10/28/2016,31.34269
10/31/2016,31.293564
11/1/2016,31.981333
11/2/2016,31.539192
11/3/2016,31.539192
11/4/2016,31.195311
11/7/2016,31.932205
11/8/2016,32.423473
11/9/2016,31.686573
11/10/2016,32.128712
11/11/2016,32.57085
11/14/2016,32.226967
11/15/2016,32.472595
11/16/2016,32.914738
11/17/2016,34.339405
11/18/2016,35.321934
11/21/2016,35.911453
11/22/2016,35.862324
11/23/2016,36.05883
11/24/2016,36.746605
11/25/2016,36.353588
11/28/2016,36.844856
11/29/2016,36.943108
11/30/2016,37.827381
12/1/2016,36.844856
12/2/2016,35.125427
12/5/2016,36.009705
12/6/2016,37.336117
12/7/2016,37.336117
12/8/2016,36.992233
12/9/2016,34.388531
12/12/2016,33.897266
12/13/2016,33.897266
12/14/2016,33.946392
12/15/2016,32.914738
12/16/2016,33.307747
12/19/2016,33.012985
12/20/2016,32.767353
12/21/2016,33.307747
12/22/2016,32.914738
12/23/2016,32.521725
12/28/2016,32.669102
12/29/2016,32.472595
12/30/2016,33.209492
1/3/2017,32.767353
1/4/2017,32.767353
1/5/2017,33.602509
1/6/2017,33.405998
1/9/2017,34.830669
1/10/2017,35.223679
1/11/2017,35.616692
1/12/2017,34.830669
1/13/2017,34.879795
1/16/2017,34.732414
1/17/2017,34.781544
1/18/2017,35.174553
1/19/2017,35.125427
1/20/2017,34.781544
1/23/2017,35.076302
1/24/2017,34.978046
1/25/2017,35.813202
1/26/2017,36.157082
1/27/2017,36.500969
2/1/2017,35.51844
2/2/2017,34.928921
2/3/2017,34.928921
2/6/2017,34.781544
2/7/2017,34.142895
2/8/2017,33.553383
2/9/2017,34.241146
2/10/2017,34.879795
2/13/2017,34.781544
2/14/2017,37.18874
2/15/2017,36.943108
2/16/2017,36.64835
2/17/2017,36.206207
2/20/2017,35.960575
2/21/2017,35.174553
2/22/2017,35.51844
2/23/2017,36.206207
2/24/2017,36.353588
2/27/2017,36.451843
2/28/2017,36.550098
3/1/2017,38.564278
3/2/2017,38.466026
3/3/2017,37.925636
3/6/2017,37.876511
3/7/2017,37.778259
3/8/2017,38.023891
